LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
1201,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_12 not found, computing it",E19,"Partition rdd_<*> not found, computing it"
1202,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:87504+7292,E12,Input split: hdfs://<*>
1203,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_13 not found, computing it",E19,"Partition rdd_<*> not found, computing it"
1204,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:94796+7292,E12,Input split: hdfs://<*>
1205,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_14 not found, computing it",E19,"Partition rdd_<*> not found, computing it"
1206,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:102088+7292,E12,Input split: hdfs://<*>
1207,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 48, boot = 8, init = 35, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1208,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_10 stored as bytes in memory (estimated size 948.0 B, free 813.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1209,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 48, boot = 10, init = 33, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1210,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_11 stored as bytes in memory (estimated size 920.0 B, free 814.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1211,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 51, boot = 3, init = 43, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1212,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_13 stored as bytes in memory (estimated size 912.0 B, free 814.9 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1213,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 56, boot = 10, init = 40, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1214,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 58, boot = 13, init = 40, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1215,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_12 stored as bytes in memory (estimated size 852.0 B, free 815.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1216,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_14 stored as bytes in memory (estimated size 834.0 B, free 816.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1217,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 42, boot = 17, init = 24, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1218,17/06/09,20:11:08,INFO,executor.Executor,Finished task 10.0 in stage 26.0 (TID 1210). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
1219,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1215,E11,Got assigned task <*>
1220,17/06/09,20:11:08,INFO,executor.Executor,Running task 15.0 in stage 26.0 (TID 1215),E24,Running task <*> in stage <*> (TID <*>)
1221,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_15 not found, computing it",E19,"Partition rdd_<*> not found, computing it"
1222,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:109380+7292,E12,Input split: hdfs://<*>
1223,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 41, boot = 21, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1224,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 39, boot = 20, init = 18, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
